id   	 sen_id 	 va_id 	 ori_gold 	 final_gold 	 pred    	 ex_condition  	 worker_decision   	 final_label 	 dataset
3712	272	1595	a 1972 CBS sitcom called `` Bridget Loves Bernie , '' whose sole distinction was that it led to the real - life marriage of Meredith Baxter and David Birney~A1~17	a 1972 CBS sitcom called `` Bridget Loves Bernie , '' whose sole distinction was that it led to the real - life marriage of Meredith Baxter and David Birney~A1~17	a 1972 CBS sitcom called `` Bridget Loves Bernie , '' whose sole distinction was that it led to the real - life marriage of Meredith Baxter and David Birney~A1~17	main_workflow	solved by compare	a 1972 CBS sitcom called `` Bridget Loves Bernie , '' whose sole distinction was that it led to the real - life marriage of Meredith Baxter and David Birney~A1~17	SRL_large_scale
3713	272	1596	`` Bridget Loves Bernie~A2~17	`` Bridget Loves Bernie~A2~17	`` Bridget Loves Bernie~A2~17	main_workflow	solved by compare	`` Bridget Loves Bernie~A2~17	SRL_large_scale
3714	272	1597	it~A0~30	it~A0~30	it~A0~30	main_workflow	solved by compare	it~A0~30	SRL_large_scale
3715	272	1598	to the real - life marriage of Meredith Baxter and David Birney~A2~30	to the real - life marriage of Meredith Baxter and David Birney~A2~30	to the real - life marriage of Meredith Baxter and David Birney~A2~30	main_workflow	solved by filter	to the real - life marriage of Meredith Baxter and David Birney~A2~30	SRL_large_scale
3716	2322	13161	Scotty 's father~A1~4	Scotty 's father~A1~4	Scotty 's father~A0~4	main_workflow	solved by compare	Scotty 's father~A1~4	SRL_large_scale
3717	2322	13165	Scotty 's father~A1~5	Scotty 's father~A1~5	Scotty 's father~A0~5	main_workflow	solved by compare	Scotty 's father~A0~5	SRL_large_scale
3718	2322	13166	in his chair~A2~5	in his chair~A2~5	in his chair~AM-LOC~5	main_workflow	solved by compare	in his chair~AM-LOC~5	SRL_large_scale
3719	2322	13167	Scotty 's father~A0~17	Scotty 's father~A0~17	Scotty 's father~A0~17	main_workflow	solved by compare	Scotty 's father~A0~17	SRL_large_scale
3720	2322	13168	at the huge stainless - steel appointments of the room~A1~17	at the huge stainless - steel appointments of the room~A1~17	at the huge stainless - steel appointments of the room~A1~17	main_workflow	solved by compare	at the huge stainless - steel appointments of the room~A1~17	SRL_large_scale
3721	2322	13169	with an expression of proprietorship~AM-MNR~17	with an expression of proprietorship~AM-MNR~17	with an expression of proprietorship~A2~17	main_workflow	solved by fix	with an expression of proprietorship~AM-MNR~17	SRL_large_scale
3722	1766	10107	none_of_the_above	none_of_the_above	The 1987 crash~A2~11	main_workflow	solved by fix	none_of_the_above	SRL_large_scale
3723	1766	10109	you~A0~11	you~A0~11	you~A0~11	main_workflow	solved by filter	you~A0~11	SRL_large_scale
3724	1766	10110	it~A1~11	it~A1~11	it~A1~11	main_workflow	solved by compare	it~A1~11	SRL_large_scale
3725	1766	10111	The 1987 crash was `` a false alarm however you view it~A1~15	The 1987 crash was `` a false alarm however you view it~A1~15	The 1987 crash was `` a false alarm however you view it~A1~15	main_workflow	solved by compare	The 1987 crash was `` a false alarm however you view it~A1~15	SRL_large_scale
3726	1766	10112	University of Chicago economist Victor Zarnowitz~A0~15	University of Chicago economist Victor Zarnowitz~A0~15	University of Chicago economist Victor Zarnowitz~A0~15	main_workflow	solved by compare	University of Chicago economist Victor Zarnowitz~A0~15	SRL_large_scale
3727	652	3702	In Leipzig~AM-LOC~5	In Leipzig~AM-LOC~5	In Leipzig~AM-LOC~5	main_workflow	solved by compare	In Leipzig~AM-LOC~5	SRL_large_scale
3728	652	3703	activists~A0~5	activists~A0~5	activists~A0~5	main_workflow	solved by filter	activists~A0~5	SRL_large_scale
3729	652	3704	to continue street protests to demand internal change~A1~5	to continue street protests to demand internal change~A1~5	to continue street protests to demand internal change~A1~5	main_workflow	solved by compare	to continue street protests to demand internal change~A1~5	SRL_large_scale
3730	652	3705	activists~A0~7	activists~A0~7	activists~A0~7	main_workflow	solved by compare	activists~A0~7	SRL_large_scale
3731	652	3706	street protests to demand internal change~A1~7	street protests to demand internal change~A1~7	street protests to demand internal change~A1~7	main_workflow	solved by filter	street protests to demand internal change~A1~7	SRL_large_scale
3732	652	3707	internal change~A1~11	internal change~A1~11	internal change~A1~11	main_workflow	solved by compare	internal change~A1~11	SRL_large_scale
3733	57	357	GM 's moves~A1~12	GM 's moves~A1~12	GM 's moves~A1~12	main_workflow	solved by compare	GM 's moves~A1~12	SRL_large_scale
3734	57	358	at a time when UAW leaders are trying to silence dissidents who charge the union is too passive in the face of GM layoffs~AM-TMP~12	at a time when UAW leaders are trying to silence dissidents who charge the union is too passive in the face of GM layoffs~AM-TMP~12	at a time when UAW leaders are trying to silence dissidents who charge the union is too passive in the face of GM layoffs~AM-TMP~12	main_workflow	solved by compare	at a time when UAW leaders are trying to silence dissidents who charge the union is too passive in the face of GM layoffs~AM-TMP~12	SRL_large_scale
3735	57	360	UAW leaders~A0~20	UAW leaders~A0~20	UAW leaders~A0~20	main_workflow	solved by compare	UAW leaders~A0~20	SRL_large_scale
3736	57	361	to silence dissidents who charge the union is too passive in the face of GM layoffs~A1~20	to silence dissidents who charge the union is too passive in the face of GM layoffs~A1~20	to silence dissidents who charge the union is too passive in the face of GM layoffs~A1~20	main_workflow	solved by filter	to silence dissidents who charge the union is too passive in the face of GM layoffs~A1~20	SRL_large_scale
3737	57	362	dissidents who charge the union is too passive in the face of GM layoffs~A1~22	dissidents who charge the union is too passive in the face of GM layoffs~A1~22	dissidents who charge the union is too passive in the face of GM layoffs~A1~22	main_workflow	solved by compare	dissidents who charge the union is too passive in the face of GM layoffs~A1~22	SRL_large_scale
3738	57	363	dissidents who charge the union is too passive in the face of GM layoffs~A0~25	dissidents who charge the union is too passive in the face of GM layoffs~A0~25	dissidents who charge the union is too passive in the face of GM layoffs~A0~25	main_workflow	solved by compare	dissidents who charge the union is too passive in the face of GM layoffs~A0~25	SRL_large_scale
3739	57	365	the union is too passive in the face of GM layoffs~A1~25	the union is too passive in the face of GM layoffs~A1~25	the union is too passive in the face of GM layoffs~A1~25	main_workflow	solved by filter	the union is too passive in the face of GM layoffs~A1~25	SRL_large_scale
3740	1334	3404	the House Ways and Means Committee , where tax legislation originates ,~AM-LOC~16	the House Ways and Means Committee , where tax legislation originates ,~AM-LOC~16	the House Ways and Means Committee , where tax legislation originates ,~A0~16	main_workflow	solved by compare	the House Ways and Means Committee , where tax legislation originates ,~A0~16	SRL_large_scale
3741	1334	3406	tax legislation~A1~16	tax legislation~A1~16	tax legislation~A1~16	main_workflow	solved by compare	tax legislation~A1~16	SRL_large_scale
3742	1334	3407	And~AM-DIS~18	And~AM-DIS~18	And~AM-DIS~18	main_workflow	solved by fix	And~AM-DIS~18	SRL_large_scale
3743	1334	3408	a senior aide to the House Ways and Means Committee , where tax legislation originates ,~A0~18	a senior aide to the House Ways and Means Committee , where tax legislation originates ,~A0~18	a senior aide to the House Ways and Means Committee , where tax legislation originates ,~A0~18	main_workflow	solved by compare	a senior aide to the House Ways and Means Committee , where tax legislation originates ,~A0~18	SRL_large_scale
3744	1334	3409	there are n't any `` plans to produce another tax bill that could carry a gains tax cut this year~A1~18	there are n't any `` plans to produce another tax bill that could carry a gains tax cut this year~A1~18	there are n't any `` plans to produce another tax bill that could carry a gains tax cut this year~A1~18	main_workflow	solved by filter	there are n't any `` plans to produce another tax bill that could carry a gains tax cut this year~A1~18	SRL_large_scale
3745	1334	3410	another tax bill that could carry a gains tax cut~A1~26	another tax bill that could carry a gains tax cut~A1~26	another tax bill that could carry a gains tax cut~A1~26	main_workflow	solved by compare	another tax bill that could carry a gains tax cut~A1~26	SRL_large_scale
3746	1334	3411	this year~AM-TMP~26	this year~AM-TMP~26	this year~AM-TMP~26	main_workflow	solved by compare	this year~AM-TMP~26	SRL_large_scale
3747	1334	3412	another tax bill that could carry a gains tax cut~A0~32	another tax bill that could carry a gains tax cut~A0~32	another tax bill that could carry a gains tax cut~A0~32	main_workflow	solved by compare	another tax bill that could carry a gains tax cut~A0~32	SRL_large_scale
3748	1334	3414	that could carry a gains tax cut~AM-MOD~32	that could carry a gains tax cut~AM-MOD~32	that could carry a gains tax cut~AM-MOD~32	main_workflow	solved by filter	that could carry a gains tax cut~AM-MOD~32	SRL_large_scale
3749	1334	3415	a gains tax cut~A1~32	a gains tax cut~A1~32	a gains tax cut~A1~32	main_workflow	solved by compare	a gains tax cut~A1~32	SRL_large_scale
3750	828	4635	those aged 75 and older~A1~5	those aged 75 and older~A1~5	those aged 75 and older~A1~5	main_workflow	solved by compare	those aged 75 and older~A1~5	SRL_large_scale
3751	828	4636	the share living with a spouse~A0~12	the share living with a spouse~A0~12	the share living with a spouse~A0~12	main_workflow	solved by compare	the share living with a spouse~A0~12	SRL_large_scale
3752	828	4637	with a spouse~AM-MNR~12	with a spouse~AM-MNR~12	with a spouse~AM-MNR~12	main_workflow	solved by fix	with a spouse~AM-MNR~12	SRL_large_scale
3753	828	4638	But~AM-DIS~16	But~AM-DIS~16	But~AM-DIS~16	main_workflow	solved by compare	But~AM-DIS~16	SRL_large_scale
3754	828	4639	even among those aged 75 and older~AM-LOC~16	even among those aged 75 and older~AM-LOC~16	even among those aged 75 and older~AM-LOC~16	main_workflow	solved by compare	even among those aged 75 and older~AM-LOC~16	SRL_large_scale
3755	828	4640	the share living with a spouse~A1~16	the share living with a spouse~A1~16	the share living with a spouse~A1~16	main_workflow	solved by filter	the share living with a spouse~A1~16	SRL_large_scale
3756	828	4641	slightly~A2~16	slightly~A2~16	slightly~A2~16	main_workflow	solved by compare	slightly~A2~16	SRL_large_scale
3757	828	4642	to 40 % in 1988~A4~16	to 40 % in 1988~A4~16	to 40 % in 1988~A4~16	main_workflow	solved by compare	to 40 % in 1988~A4~16	SRL_large_scale
3758	828	4643	from 38 % in 1970~A3~16	from 38 % in 1970~A3~16	from 38 % in 1970~A3~16	main_workflow	solved by compare	from 38 % in 1970~A3~16	SRL_large_scale
3759	1675	9580	Some `` circuit breakers '' installed after the October 1987 crash~A1~6	Some `` circuit breakers '' installed after the October 1987 crash~A1~6	Some `` circuit breakers '' installed after the October 1987 crash~A1~6	main_workflow	solved by compare	Some `` circuit breakers '' installed after the October 1987 crash~A1~6	SRL_large_scale
3760	1675	9581	after the October 1987 crash~AM-TMP~6	after the October 1987 crash~AM-TMP~6	after the October 1987 crash~AM-TMP~6	main_workflow	solved by compare	after the October 1987 crash~AM-TMP~6	SRL_large_scale
3761	1675	9582	Some `` circuit breakers '' installed after the October 1987 crash~A1~12	Some `` circuit breakers '' installed after the October 1987 crash~A1~12	Some `` circuit breakers '' installed after the October 1987 crash~A1~12	main_workflow	solved by compare	Some `` circuit breakers '' installed after the October 1987 crash~A1~12	SRL_large_scale
3762	1675	9583	their first test~A2~12	their first test~A2~12	their first test~A2~12	main_workflow	solved by compare	their first test~A2~12	SRL_large_scale
3763	1675	9585	Some `` circuit breakers '' installed after the October 1987 crash failed their first test unable to cool the selling panic in both stocks and futures .~A1~18	Some `` circuit breakers '' installed after the October 1987 crash failed their first test unable to cool the selling panic in both stocks and futures .~A1~18	Some `` circuit breakers '' installed after the October 1987 crash failed their first test unable to cool the selling panic in both stocks and futures .~A1~18	main_workflow	solved by filter	Some `` circuit breakers '' installed after the October 1987 crash failed their first test unable to cool the selling panic in both stocks and futures .~A1~18	SRL_large_scale
3764	1675	9586	traders~A0~18	traders~A0~18	traders~A0~18	main_workflow	solved by filter	traders~A0~18	SRL_large_scale
3765	1675	9587	the selling panic in both stocks and futures~A1~22	the selling panic in both stocks and futures~A1~22	the selling panic in both stocks and futures~A1~22	main_workflow	solved by compare	the selling panic in both stocks and futures~A1~22	SRL_large_scale
3766	837	4703	The sudden romance of British Aerospace and Thomson-CSF -- traditionally bitter competitors for Middle East and Third World weapons contracts --~A2~23	The sudden romance of British Aerospace and Thomson-CSF -- traditionally bitter competitors for Middle East and Third World weapons contracts --~A0~23	The sudden romance of British Aerospace and Thomson-CSF -- traditionally bitter competitors for Middle East and Third World weapons contracts --~A0~23	main_workflow	solved by filter	The sudden romance of British Aerospace and Thomson-CSF -- traditionally bitter competitors for Middle East and Third World weapons contracts --~A0~23	SRL_large_scale
3767	837	4704	controversy~A1~23	controversy~A1~23	controversy~A1~23	main_workflow	solved by filter	controversy~A1~23	SRL_large_scale
3768	837	4705	in Western Europe 's defense industry~AM-LOC~23	in Western Europe 's defense industry~AM-LOC~23	in Western Europe 's defense industry~AM-LOC~23	main_workflow	solved by compare	in Western Europe 's defense industry~AM-LOC~23	SRL_large_scale
3769	1663	9522	The exchange ratio~A1~6	The exchange ratio~A1~6	The exchange ratio~A1~6	main_workflow	solved by compare	The exchange ratio~A1~6	SRL_large_scale
3770	1663	9523	never~AM-TMP~6	never~AM-NEG~6	never~AM-TMP~6	main_workflow	solved by compare	never~AM-NEG~6	SRL_large_scale
3771	1862	10602	GM~A0~2	GM~A0~2	GM~A0~2	main_workflow	solved by compare	GM~A0~2	SRL_large_scale
3772	1862	10603	it still is talking with Jaguar about acquiring a minority interest~A1~2	it still is talking with Jaguar about acquiring a minority interest~A1~2	it still is talking with Jaguar about acquiring a minority interest~A1~2	main_workflow	solved by compare	it still is talking with Jaguar about acquiring a minority interest~A1~2	SRL_large_scale
3773	1862	10604	it~A0~6	it~A0~6	it~A0~6	main_workflow	solved by filter	it~A0~6	SRL_large_scale
3774	1862	10605	still~AM-TMP~6	still~AM-TMP~6	still~AM-TMP~6	main_workflow	solved by compare	still~AM-TMP~6	SRL_large_scale
3775	1862	10606	with Jaguar~A2~6	with Jaguar~A2~6	with Jaguar~A2~6	main_workflow	solved by compare	with Jaguar~A2~6	SRL_large_scale
3776	1862	10607	about acquiring a minority interest~A1~6	about acquiring a minority interest~A1~6	about acquiring a minority interest~A1~6	main_workflow	solved by fix	about acquiring a minority interest~A1~6	SRL_large_scale
3777	1862	10608	a minority interest~A1~10	a minority interest~A1~10	a minority interest~A1~10	main_workflow	solved by filter	a minority interest~A1~10	SRL_large_scale
3778	2321	13155	none_of_the_above	It~A0~2	It~A0~2	main_workflow	solved by compare	It~A0~2	SRL_large_scale
3779	2321	13156	an energy he no longer possessed~A1~2	an energy he no longer possessed~A1~2	an energy he no longer possessed~A1~2	main_workflow	solved by compare	an energy he no longer possessed~A1~2	SRL_large_scale
3780	2321	13157	to be satirical about his father~A0~2	to be satirical about his father~A0~2	to be satirical about his father~A2~2	main_workflow	solved by compare	to be satirical about his father~A2~2	SRL_large_scale
3781	2321	13158	an energy he no longer possessed~A1~8	an energy he no longer possessed~A1~8	an energy he no longer possessed~A1~8	main_workflow	solved by filter	an energy he no longer possessed~A1~8	SRL_large_scale
3782	2321	13159	he~A0~8	he~A0~8	he~A0~8	main_workflow	solved by filter	he~A0~8	SRL_large_scale
3783	2321	13160	no longer~AM-TMP~8	no longer~AM-NEG~8	no longer~AM-TMP~8	main_workflow	solved by compare	no longer~AM-NEG~8	SRL_large_scale
3784	1886	10742	Attack~A0~3	Attack~A0~3	Attack~A0~3	main_workflow	solved by filter	Attack~A0~3	SRL_large_scale
3785	1886	10743	the shelves~A1~3	the shelves~A1~3	the shelves~A0~3	main_workflow	solved by compare	the shelves~A0~3	SRL_large_scale
3786	1886	10744	in 1987~AM-TMP~3	in 1987~AM-TMP~3	in 1987~AM-TMP~3	main_workflow	solved by compare	in 1987~AM-TMP~3	SRL_large_scale
3787	1886	10745	When Attack hit the shelves in 1987~AM-TMP~16	When Attack hit the shelves in 1987~AM-TMP~16	When Attack hit the shelves in 1987~AM-TMP~16	main_workflow	solved by fix	When Attack hit the shelves in 1987~AM-TMP~16	SRL_large_scale
3788	1886	10746	P&G 's share of the Japanese market~A1~16	P&G 's share of the Japanese market~A1~16	P&G 's share of the Japanese market~A1~16	main_workflow	solved by filter	P&G 's share of the Japanese market~A1~16	SRL_large_scale
3789	1886	10747	to about 8 %~A4~16	to about 8 %~A4~16	to about 8 %~A4~16	main_workflow	solved by compare	to about 8 %~A4~16	SRL_large_scale
3790	1886	10748	from more than 20 %~A3~16	from more than 20 %~A3~16	from more than 20 %~A3~16	main_workflow	solved by compare	from more than 20 %~A3~16	SRL_large_scale
3791	1752	10035	n't~AM-NEG~3	n't~AM-NEG~3	n't~AM-NEG~3	main_workflow	solved by compare	n't~AM-NEG~3	SRL_large_scale
3792	1752	10036	yet~AM-TMP~3	yet~AM-TMP~3	yet~AM-TMP~3	main_workflow	solved by fix	yet~AM-TMP~3	SRL_large_scale
3793	1114	6289	factories that became unprofitable as the giant auto maker 's U.S. market share skidded during the past decade~A1~7	factories that became unprofitable as the giant auto maker 's U.S. market share skidded during the past decade~A1~7	factories that became unprofitable as the giant auto maker 's U.S. market share skidded during the past decade~A1~7	main_workflow	solved by compare	factories that became unprofitable as the giant auto maker 's U.S. market share skidded during the past decade~A1~7	SRL_large_scale
3794	1114	6290	factories that became unprofitable as the giant auto maker 's U.S. market share skidded during the past decade~A1~10	factories that became unprofitable as the giant auto maker 's U.S. market share skidded during the past decade~A1~10	factories that became unprofitable as the giant auto maker 's U.S. market share skidded during the past decade~A1~10	main_workflow	solved by compare	factories that became unprofitable as the giant auto maker 's U.S. market share skidded during the past decade~A1~10	SRL_large_scale
3795	1114	6292	unprofitable~A2~10	unprofitable~A2~10	unprofitable~A2~10	main_workflow	solved by filter	unprofitable~A2~10	SRL_large_scale
3796	1114	6293	as the giant auto maker 's U.S. market share skidded during the past decade~AM-TMP~10	as the giant auto maker 's U.S. market share skidded during the past decade~AM-TMP~10	as the giant auto maker 's U.S. market share skidded during the past decade~AM-TMP~10	main_workflow	solved by fix	as the giant auto maker 's U.S. market share skidded during the past decade~AM-TMP~10	SRL_large_scale
3797	1114	6294	the giant auto maker 's U.S. market share~A1~21	the giant auto maker 's U.S. market share~A1~21	the giant auto maker 's U.S. market share~A1~21	main_workflow	solved by compare	the giant auto maker 's U.S. market share~A1~21	SRL_large_scale
3798	1114	6295	during the past decade~AM-TMP~21	during the past decade~AM-TMP~21	during the past decade~AM-TMP~21	main_workflow	solved by compare	during the past decade~AM-TMP~21	SRL_large_scale
3799	745	4208	That~A1~5	That~A1~5	That~A1~5	main_workflow	solved by filter	That~A1~5	SRL_large_scale
3800	745	4209	not~AM-NEG~5	not~AM-NEG~5	not~AM-NEG~5	main_workflow	solved by filter	not~AM-NEG~5	SRL_large_scale
3801	865	4877	In New York~AM-LOC~7	In New York~AM-LOC~7	In New York~AM-LOC~7	main_workflow	solved by filter	In New York~AM-LOC~7	SRL_large_scale
3802	865	4878	the company~A0~7	the company~A0~7	the company~A0~7	main_workflow	solved by compare	the company~A0~7	SRL_large_scale
3803	865	4879	comment~A1~7	comment~A1~7	comment~A1~7	main_workflow	solved by compare	comment~A1~7	SRL_large_scale
3804	1259	7188	some analysts~A0~4	some analysts~A0~4	some analysts~A0~4	main_workflow	solved by compare	some analysts~A0~4	SRL_large_scale
3805	1259	7189	for profit - taking~A1~4	for profit - taking~A1~4	for profit - taking~A1~4	main_workflow	solved by fix	for profit - taking~A1~4	SRL_large_scale
3806	1259	7190	in the wake of Friday 's leap in crude oil prices~AM-TMP~4	in the wake of Friday 's leap in crude oil prices~AM-TMP~4	in the wake of Friday 's leap in crude oil prices~AM-LOC~4	main_workflow	solved by compare	in the wake of Friday 's leap in crude oil prices~AM-LOC~4	SRL_large_scale
3807	1259	7192	last week 's rally~A1~27	last week 's rally~A1~27	last week 's rally~A1~27	main_workflow	solved by compare	last week 's rally~A1~27	SRL_large_scale
3808	1259	7195	this week~AM-TMP~29	this week~AM-TMP~29	this week~AM-TMP~29	main_workflow	solved by compare	this week~AM-TMP~29	SRL_large_scale
3809	1978	11254	Apple Computer Inc.~A1~8	Apple Computer Inc.~A1~8	Apple Computer Inc.~A1~8	main_workflow	solved by compare	Apple Computer Inc.~A1~8	SRL_large_scale
3810	1978	11255	meanwhile~AM-DIS~8	meanwhile~AM-DIS~8	meanwhile~AM-TMP~8	main_workflow	solved by compare	meanwhile~AM-TMP~8	SRL_large_scale
3811	1978	11257	improved earnings~A1~10	improved earnings~A1~10	improved earnings~A1~10	main_workflow	solved by filter	improved earnings~A1~10	SRL_large_scale
3812	1978	11258	for the period ended Sept~AM-TMP~10	for the period ended Sept~AM-TMP~10	for the period ended Sept~AM-TMP~10	main_workflow	solved by compare	for the period ended Sept~A1~10	SRL_large_scale
3813	1978	11259	the period ended Sept~A1~16	the period ended Sept~A1~16	the period ended Sept~A1~16	main_workflow	solved by compare	the period ended Sept~A1~16	SRL_large_scale
3814	1978	11260	Sept~AM-TMP~16	Sept~AM-TMP~16	Sept~AM-TMP~16	main_workflow	solved by compare	Sept~AM-TMP~16	SRL_large_scale
3815	2555	14303	The walk and his fears~A0~7	The walk and his fears~A0~7	The walk and his fears~A0~7	main_workflow	solved by compare	The walk and his fears~A0~7	SRL_large_scale
3816	2555	14304	to overheat him~A1~7	to overheat him~A1~7	to overheat him~A1~7	main_workflow	solved by filter	to overheat him~A1~7	SRL_large_scale
3817	2555	14305	him~A1~9	him~A1~9	him~A1~9	main_workflow	solved by filter	him~A1~9	SRL_large_scale
3818	2555	14306	his sweaty armpits~A1~15	his sweaty armpits~A1~15	his sweaty armpits~A0~15	main_workflow	solved by compare	his sweaty armpits~A1~15	SRL_large_scale
3819	324	1869	It~A0~2	It~A0~2	It~A0~2	main_workflow	solved by fix	It~A0~2	SRL_large_scale
3820	324	1871	It worked because there were no exceptions : all revenue - losing provisions were stricken .~A1~5	It worked because there were no exceptions : all revenue - losing provisions were stricken .~A1~5	It worked because there were no exceptions : all revenue - losing provisions were stricken .~A1~5	main_workflow	solved by compare	It worked because there were no exceptions : all revenue - losing provisions were stricken .~A1~5	SRL_large_scale
3821	324	1872	others~A0~5	others~A0~5	others~A0~5	main_workflow	solved by compare	others~A0~5	SRL_large_scale
3822	178	1087	Commercial Intertech~A1~3	Commercial Intertech~A1~3	Commercial Intertech~A1~3	main_workflow	solved by filter	Commercial Intertech~A1~3	SRL_large_scale
3823	178	1088	6~A2~3	6~A2~3	6~A2~3	main_workflow	solved by filter	6~A2~3	SRL_large_scale
3824	178	1089	to 26~A4~3	to 26~A4~3	to 26~A4~3	main_workflow	solved by compare	to 26~A4~3	SRL_large_scale
3825	1113	6286	Not~AM-NEG~2	Not~AM-NEG~2	Not~AM-NEG~2	main_workflow	solved by compare	Not~AM-NEG~2	SRL_large_scale
3826	1113	6287	in the bid~A2~2	in the bid~A2~2	in the bid~A1~2	main_workflow	solved by compare	in the bid~A1~2	SRL_large_scale
3827	1113	6288	Bonwit Teller or B. Altman & Co. , L.J. Hooker 's department - store chains~A1~2	Bonwit Teller or B. Altman & Co. , L.J. Hooker 's department - store chains~A1~2	Bonwit Teller or B. Altman & Co. , L.J. Hooker 's department - store chains~A0~2	main_workflow	solved by fix	Bonwit Teller or B. Altman & Co. , L.J. Hooker 's department - store chains~A1~2	SRL_large_scale
3828	2130	12113	the moment~A1~7	the moment~A1~7	the moment~A1~7	main_workflow	solved by filter	the moment~A1~7	SRL_large_scale
3829	2626	14669	you~A0~11	you~A0~11	you~A0~11	main_workflow	solved by compare	you~A0~11	SRL_large_scale
3830	2626	14670	you could tell was bad by its smell~AM-MOD~11	you could tell was bad by its smell~AM-MOD~11	you could tell was bad by its smell~AM-MOD~11	main_workflow	solved by fix	you could tell was bad by its smell~AM-MOD~11	SRL_large_scale
3831	2626	14671	was bad~A1~11	was bad~A1~11	was bad~A1~11	main_workflow	solved by fix	was bad~A1~11	SRL_large_scale
3832	2626	14672	by its smell~AM-MNR~11	by its smell~AM-MNR~11	by its smell~A2~11	main_workflow	solved by compare	by its smell~A2~11	SRL_large_scale
3833	994	5626	Canadian investment rules~A0~4	Canadian investment rules~A0~4	Canadian investment rules~A0~4	main_workflow	solved by compare	Canadian investment rules~A0~4	SRL_large_scale
3834	994	5627	that big foreign takeovers meet that standard~A1~4	that big foreign takeovers meet that standard~A1~4	that big foreign takeovers meet that standard~A1~4	main_workflow	solved by compare	that big foreign takeovers meet that standard~A1~4	SRL_large_scale
3835	994	5628	big foreign takeovers~A0~9	big foreign takeovers~A0~9	big foreign takeovers~A0~9	main_workflow	solved by filter	big foreign takeovers~A0~9	SRL_large_scale
3836	994	5629	that standard~A1~9	that standard~A1~9	that standard~A1~9	main_workflow	solved by filter	that standard~A1~9	SRL_large_scale
3837	1537	8784	its proposed two - step expansion , which would have required regulatory approval~A1~5	its proposed two - step expansion , which would have required regulatory approval~A1~5	its proposed two - step expansion , which would have required regulatory approval~A1~5	main_workflow	solved by compare	its proposed two - step expansion , which would have required regulatory approval~A1~5	SRL_large_scale
3838	1537	8785	its proposed two - step expansion , which would have required regulatory approval~A0~14	its proposed two - step expansion , which would have required regulatory approval~A0~14	its proposed two - step expansion , which would have required regulatory approval~A0~14	main_workflow	solved by filter	its proposed two - step expansion , which would have required regulatory approval~A0~14	SRL_large_scale
3839	1537	8787	which would have required regulatory approval~AM-MOD~14	which would have required regulatory approval~AM-MOD~14	which would have required regulatory approval~AM-MOD~14	main_workflow	solved by filter	which would have required regulatory approval~AM-MOD~14	SRL_large_scale
3840	1537	8788	regulatory approval~A1~14	regulatory approval~A1~14	regulatory approval~A1~14	main_workflow	solved by compare	regulatory approval~A1~14	SRL_large_scale
3841	1537	8790	Interprovincial~A0~19	Interprovincial~A0~19	Interprovincial~A0~19	main_workflow	solved by compare	Interprovincial~A0~19	SRL_large_scale
3842	1537	8791	to add 200,000 barrels a day of additional capacity to its system , beginning with a modest expansion by 1991~A1~19	to add 200,000 barrels a day of additional capacity to its system , beginning with a modest expansion by 1991~A1~19	to add 200,000 barrels a day of additional capacity to its system , beginning with a modest expansion by 1991~A1~19	main_workflow	solved by compare	to add 200,000 barrels a day of additional capacity to its system , beginning with a modest expansion by 1991~A1~19	SRL_large_scale
3843	1537	8792	Interprovincial~A0~21	Interprovincial~A0~21	Interprovincial~A0~21	main_workflow	solved by filter	Interprovincial~A0~21	SRL_large_scale
3844	1537	8793	200,000 barrels a day of additional capacity~A1~21	200,000 barrels a day of additional capacity~A1~21	200,000 barrels a day of additional capacity~A1~21	main_workflow	solved by compare	200,000 barrels a day of additional capacity~A1~21	SRL_large_scale
3845	1537	8794	to its system~A2~21	to its system~A2~21	to its system~A2~21	main_workflow	solved by compare	to its system~A2~21	SRL_large_scale
3846	1537	8796	with a modest expansion by 1991~A2~33	with a modest expansion by 1991~A2~33	with a modest expansion by 1991~A2~33	main_workflow	solved by compare	with a modest expansion by 1991~A2~33	SRL_large_scale
3847	1071	6063	CenTrust , which is Florida 's largest thrift ,~A0~10	CenTrust , which is Florida 's largest thrift ,~A0~10	CenTrust , which is Florida 's largest thrift ,~A0~10	main_workflow	solved by compare	CenTrust , which is Florida 's largest thrift ,~A0~10	SRL_large_scale
3848	1071	6064	one of the largest junk - bond portfolios of any thrift in the nation~A1~10	one of the largest junk - bond portfolios of any thrift in the nation~A1~10	one of the largest junk - bond portfolios of any thrift in the nation~A1~10	main_workflow	solved by filter	one of the largest junk - bond portfolios of any thrift in the nation~A1~10	SRL_large_scale
3849	1422	8177	But~AM-DIS~5	But~AM-DIS~5	But~AM-DIS~5	main_workflow	solved by filter	But~AM-DIS~5	SRL_large_scale
3850	1422	8178	none_of_the_above	none_of_the_above	it~A0~5	main_workflow	solved by fix	none_of_the_above	SRL_large_scale
3851	1422	8179	n't~AM-NEG~5	n't~AM-NEG~5	n't~AM-NEG~5	main_workflow	solved by compare	n't~AM-NEG~5	SRL_large_scale
3852	1422	8180	too many lines~A1~5	too many lines~A1~5	too many lines~A1~5	main_workflow	solved by compare	too many lines~A1~5	SRL_large_scale
3853	1422	8181	to figure Harry out~A0~5	to figure Harry out~A0~5	to figure Harry out~AM-PNC~5	main_workflow	solved by compare	to figure Harry out~AM-PNC~5	SRL_large_scale
